"Headline","Publisher","Date"
"$530 raised for fire victim in Middlemarch | Otago Daily Times Online News","Otago Daily Times","2019-11-03"
"Otautau death: 'Oh my god, something has gone down'","Otago Daily Times","2019-11-03"
"The grieving family of Aiia Maasarwe brought the entire Project Australia panel to tears","New Zealand Herald","2019-11-03"
"Police recover pistol stolen from Gore police car","Stuff.co.nz","2019-11-03"
"Police recover firearm stolen three months ago","RNZ","2019-11-03"
"Second Glock pistol stolen from Southland police car recovered","TVNZ","2019-11-03"
"Second police Glock stolen in Gore recovered by police","New Zealand Herald","2019-11-03"
"Stepdad of University of Canterbury student Mason Pendrous unhappy over death investigation","New Zealand Herald","2019-11-03"
"Mason Pendrous' stepdad unhappy with uni hall death investigation","Stuff.co.nz","2019-11-03"
"Pahiatua reenacts arrival of the 'Polish Children,' to celebrate the event's 75th anniversary","Stuff.co.nz","2019-11-03"
"Polish WWII refugees make emotional return to North Island town that welcomed them 75 years ago - 'It was real home'","TVNZ","2019-11-03"
"Fireworks go on sale in New Zealand","Stuff.co.nz","2019-11-03"
"Farmers 'ringing up in tears': Doing it tough on Canterbury farms","Stuff.co.nz","2019-11-03"
"'Ringing up in tears' - Concern for Canterbury farmers doing it tough","TVNZ","2019-11-03"
"'Ringing up in tears': Canterbury farmers doing it tough","Otago Daily Times","2019-11-03"
"SFO charges council boss, cake decorator over West Coast contracts","Stuff.co.nz","2019-11-03"
"Plan to restore Christchurch's red zone blasted as 'unachievable, unviable and undesirable'","Stuff.co.nz","2019-11-03"
"Red zone plan 'unachievable and undesirable'","Otago Daily Times","2019-11-03"
"Notorious Dunedin landlord harassed tenant via email","New Zealand Herald","2019-11-03"
"Tenant smokes and manufactures meth in landlords' backyard rental","Stuff.co.nz","2019-11-03"
"A survivor of a serial rapist on justice and forgiveness","Stuff.co.nz","2019-11-04"
"'Family with the terrifying kid': Christchurch mother shocked at rude receipt","Stuff.co.nz","2019-11-04"
"Thai PM to New Zealand: Give us the sheep placenta cream","Stuff.co.nz","2019-11-04"
"Jacinda Ardern surprised by remarks in welcome to Thailand","New Zealand Herald","2019-11-04"
"Jones' comments about NZ Indian community 'not the position' of Labour, Ardern says","TVNZ","2019-11-04"
"Editorial: Apec cancellation is a big blow for Jacinda Ardern","Stuff.co.nz","2019-11-04"
"What is the East Asia Summit and why is Jacinda Ardern there?","Stuff.co.nz","2019-11-04"
"Person killed in SH36 crash - The Bay's News First","SunLive","2019-11-04"
"Four motorcyclists, one cyclist die on New Zealand roads over the weekend","TVNZ","2019-11-04"
"Three die after crashes near Otaki and Christchurch","RNZ","2019-11-04"
"Motorcycle and cycle toll skyrockets after horror weekend on country's roads","New Zealand Herald","2019-11-04"
"TJ Perenara and Ruby Tui win big at World Rugby awards","Stuff.co.nz","2019-11-04"
"TJ Perenara wins International Rugby Players Try of the Year","World Rugby","2019-11-04"
"Ruby Tui wins World Rugby Women's Sevens Player of the Year","World Rugby","2019-11-04"
"Murder trial: Doctor Venod Skantha accused of killing Dunedin teen Amber-Rose Rush","New Zealand Herald","2019-11-04"
"Trial set to begin for doctor accused of killing Dunedin teen","Stuff.co.nz","2019-11-04"
"Hundreds of potential jurors summonsed","Otago Daily Times","2019-11-04"
"Levin residents reeling after 90yo woman brutally attacked during home invasion","Newshub","2019-11-04"
"The Dionne quintuplets: The exploitation of five girls raised in a 'baby zoo'","Stuff.co.nz","2019-11-04"
"Two motorcyclists killed in Christchurch crash","Otago Daily Times","2019-11-04"
"The Detail: People have heard of autism, but not many actually understand it","Stuff.co.nz","2019-11-04"
"Is my autism a superpower?","The Guardian","2019-11-04"
"Jobseeker: I don't need to learn anything from descendants of convicts","Stuff.co.nz","2019-11-04"
"Landlord ordered to pay more than $3700 after refusing to replace broken heat pump","Stuff.co.nz","2019-11-04"
"Quiz: Morning trivia challenge November 4","Stuff.co.nz","2019-11-04"
"Weekend weather: Temperatures soar across the country","New Zealand Herald","2019-11-04"
"Recent Match Report - New Zealand vs England 2nd T20I 2019","ESPNcricinfo","2019-11-04"
"Black Caps cling on for first cricket win over England since March 2018","Stuff.co.nz","2019-11-04"
"Live cricket updates: Black Caps v England, second Twenty20","New Zealand Herald","2019-11-04"
"Santner helps NZ level series despite Jordan brilliance","RNZ","2019-11-04"
"New Zealand vs England: Cricket World Cup not forgotten, but this win is a handy tonic","Stuff.co.nz","2019-11-04"
"Storm shifts boat trapped for 101 years near edge of Niagara Falls","Stuff.co.nz","2019-11-04"
"Deadly California fault line may wake with 8.0 earthquake","New Zealand Herald","2019-11-04"
"California earthquake: Deadly fault line threatens epic quake","NEWS.com.au","2019-11-04"
"Concerns for safety of missing man","Otago Daily Times","2019-11-04"
"NZ's original DNA killer told police: 'I hope you catch the guy who did this'","Stuff.co.nz","2019-11-04"
"Fire guts Tekapo restaurant","Otago Daily Times","2019-11-04"
"Youth charged with murder following death of 8yo in Southland","RNZ","2019-11-04"
"Grieving stepdad says Canterbury University student Mason Pendrous died of natural causes","New Zealand Herald","2019-11-04"
"Person believed to be seriously injured after crash on State Highway 1 near Manakau","Stuff.co.nz","2019-11-04"
"One person seriously injured in crash between vehicle and bike on SH1 in Horowhenua","TVNZ","2019-11-04"
"Cyclist killed in crash on State Highway 1, near Manakau","Stuff.co.nz","2019-11-04"
"Man in hospital after alleged assault outside Auckland supermarket","New Zealand Herald","2019-11-04"
"Quiz: Morning trivia challenge November 3","Stuff.co.nz","2019-11-04"
"Spring heatwave continues today with highest temps expected in eastern NZ","New Zealand Herald","2019-11-04"
"Catholic church spends $15 million on central Christchurch properties","Stuff.co.nz","2019-11-04"
"Man dies while swimming at Riwaka River in Tasman District","New Zealand Herald","2019-11-04"
"Man drowns swimming in Riwaka River","RNZ","2019-11-04"
"Man drowns while swimming in Riwaka River near Motueka","TVNZ","2019-11-04"
"Boris Johnson drops no-deal Brexit threat","Newshub","2019-11-04"
"Brexit: Boris Johnson apologises to Tory members for deadline extension","The Guardian","2019-11-04"
"French Minister Calls Jan. 31 Brexit Date 'Not Negotiable'","TIME","2019-11-04"
"Brexit Party support will erode further- public opinion has been misread, says ARRON BANKS","Express","2019-11-04"
"Trump's trade deal plays an even bigger part in the UK election than you realise","The Independent","2019-11-04"
"'Something big' coming if Shane Jones doesn't resign - migrant group","Newshub","2019-11-04"
"Steve Hansen: 'It's someone else's problem now'","RNZ","2019-11-04"
"Mark Reason: All Blacks will greatly miss retiring quartet after RWC bronze","Stuff.co.nz","2019-11-04"
"Steve Hansen endorses Ian Foster to succeed him as All Blacks coach","TVNZ","2019-11-04"
"Prince Harry meets paralympians while visiting Tokyo for Rugby World Cup","Global News","2019-11-04"
"All Blacks v Wales: Steve Hansen signs off - 'I am quite a shy person'","Stuff.co.nz","2019-11-04"
"Inside Florida's 'Pervert Park', home to 120 of America's most despised offenders","New Zealand Herald","2019-11-04"
"Uncertainty about Wellington's mayoralty continues as judge weighs up recount","Stuff.co.nz","2019-11-04"
"Wanted man in custody after alleged assault on woman in Christchurch","Stuff.co.nz","2019-11-04"
"Child hit by truck on State Highway 1 Northland dies","Stuff.co.nz","2019-11-04"
"Balmy weather won't last until next weekend","Stuff.co.nz","2019-11-04"
"Fiji's Latest News and Sports website","Fijivillage","2019-11-04"
"German city Dresden declares 'Nazi emergency'","Newshub","2019-11-04"
"SkyCity restaurant closed for food poisoning investigation","Stuff.co.nz","2019-11-04"
"Hong Kong riots: Knife-wielding man bites off part of politician's ear","Stuff.co.nz","2019-11-04"
"Politician's ear bitten off as Hong Kong protests intensify","Newshub","2019-11-04"
"Protesters attack Hong Kong office of china's official news agency, metro stations | ABC News","ABC News (Australia)","2019-11-04"
"Politician's ear bitten off during knife attack in Hong Kong","The Guardian","2019-11-04"
"Hong Kong reeling from worst violence in weeks","Newshub","2019-11-04"
"Alexa may have recorded a murder in the US, police say","Stuff.co.nz","2019-11-04"
"Police think Amazon's Alexa may have information on a fatal stabbing case","New Zealand Herald","2019-11-04"
"US police believe Amazon Echo speakers could solve murder case","Newshub","2019-11-04"
"Amazon's Echo device may have been a silent witness to murder | ABC News","ABC News","2019-11-04"
"Amazon Echo 'may have recorded woman being murdered with a spear'","Metro.co.uk","2019-11-04"
"Auckland residents protest as number of armed police officers grows","New Zealand Herald","2019-11-04"
"South Auckland residents protest 'Americanisation', militarisation of NZ police","TVNZ","2019-11-04"
"Grace Millane murder trial set to get underway in Auckland High Court","TVNZ","2019-11-04"
"Grace Millane murder trial: Latest updates","Stuff.co.nz","2019-11-04"
"First division win: three Lotto players share $1m prize","Stuff.co.nz","2019-11-04"
"Rugby: Richie McCaw, Sir Graham Henry inducted into rugby's hall of fame","New Zealand Herald","2019-11-04"
"All Blacks in defeat prove that showing emotion is a winning move","Stuff.co.nz","2019-11-04"
"Halloween, Silicon Valley billionaire-style, is a dazzling, competitive extravaganza","Stuff.co.nz","2019-11-04"
"Dozens of cars ablaze at Auckland mechanics","Otago Daily Times","2019-11-04"
"'It is in our blood': Tonga fans take to Auckland streets to celebrate rugby league win over Australia","New Zealand Herald","2019-11-04"
"Tonga rugby league fans parade through central Auckland, dance on public transport after win over Aussies","TVNZ","2019-11-04"
"Woolf: \"there's no doubt we can\" win the World Cup","RNZ","2019-11-04"
"Rugby league: Kangaroos savaged by Aussie legends after Tonga's 'greatest upset'","New Zealand Herald","2019-11-04"
"Tonga v Kangaroos: Tongan wedding 'on pause' as nervous guests take in final minutes","Stuff.co.nz","2019-11-04"
"Smugglers are sawing through new sections of Donald Trump's border wall","Stuff.co.nz","2019-11-04"
"Smugglers cutting through Donald Trump's border wall","Newstalk ZB","2019-11-04"
"Smugglers are sawing through new sections of Trump's border wall","New Zealand Herald","2019-11-04"
"‘You can cut through any wall’: Trump admits ‘world-class’ Mexico border barrier could be breached","The Independent","2019-11-04"
"Smugglers in Mexico are SAWING through sections of Trump's 'virtually impenetrable' border wall","Daily Mail","2019-11-04"
"Three injured after fracas in Auckland CBD","RNZ","2019-11-04"
"Auckland CBD brawl leaves three in hospital","Newshub","2019-11-04"
"Two pedestrians struck by vehicle in Auckland CBD","TVNZ","2019-11-04"
"Donald Trump agrees to be questioned by lawyers for woman who says she was groped by Apprentice star","Stuff.co.nz","2019-11-04"
"Airbnb bans 'party houses' after mass shooting","RNZ","2019-11-04"
"Five dead after shooting during Halloween party in US","Stuff.co.nz","2019-11-04"
"Airbnb bans 'party houses' after mass shooting at Halloween party","Newshub","2019-11-04"
"Airbnb to ban 'party houses' after mass shooting","Otago Daily Times","2019-11-04"
"Airbnb bans 'party houses' after California shooting results in five deaths","TVNZ","2019-11-04"
"Shots fired after single-vehicle crash in Huntly","Stuff.co.nz","2019-11-04"
"Man charged after gun fired in Huntly","RNZ","2019-11-04"
"Man arrested after reported crash and shots fired into air in Huntly","TVNZ","2019-11-04"
"'Stalactite' the winning word for New Zealand Spelling Bee champion","Stuff.co.nz","2019-11-04"
"Avoiding Cabinet over 'racist' partnership visa issue","Newsroom","2019-11-04"
"Jesus statue found after being stolen from Auckland monastery","TVNZ","2019-11-04"
"Jesus returns: Stolen statues recovered by Auckland church","New Zealand Herald","2019-11-04"
"Auckland monastery sisters don't feel safe after Jesus statues stolen","Newshub","2019-11-04"
"2019 Rugby World Cup: English fans slammed for booing referee Jerome Garces after final","New Zealand Herald","2019-11-04"
"Nelson motorcycle crash victim dies after crash on Saturday","Stuff.co.nz","2019-11-04"
"Parliamentary Service to move staff out of Bowen House as quake questions remain","Stuff.co.nz","2019-11-04"
"Plane loses wheel, lands safely at Wanaka Airport","Otago Daily Times","2019-11-04"
"Small aeroplane crash lands at Wanaka Airport","RNZ","2019-11-04"
"Plane makes emergency landing at Wanaka airport after problem with landing gear","TVNZ","2019-11-04"
